Batch Size,Best Epoch,Best Test Acc,Final Test Acc,Final Train Loss,Loss Function,Learning Rate
bs=8,4,0.6914191419141914,0.6229372937293729,1.7557067546004914,cross_entropy,0.01
bs=16,4,0.6996699669966997,0.6996699669966997,0.6806240949580342,cross_entropy,0.01
bs=32,10,0.7029702970297029,0.683993399339934,0.31204215444558303,cross_entropy,0.01
bs=64,10,0.7145214521452146,0.6922442244224423,0.23856896354833193,cross_entropy,0.01
bs=128,12,0.7062706270627063,0.7037953795379538,0.15716878221980457,cross_entropy,0.01
